Timestamp: 2000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 2000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [4]:3
Removed examples from short-time-memory: 18	 True labels: [2]
Removed examples from short-time-memory: 27481	 True labels: [2]
Removed examples from short-time-memory: 27486	 True labels: [2]
Removed examples from short-time-memory: 27487	 True labels: [0, 2]
Removed examples from short-time-memory: 27492	 True labels: [0, 2]
Removed examples from short-time-memory: 27493	 True labels: [0, 2]
Removed examples from short-time-memory: 27497	 True labels: [3]
Removed examples from short-time-memory: 27499	 True labels: [1]
Removed examples from short-time-memory: 27502	 True labels: [0, 2]
Removed examples from short-time-memory: 27506	 True labels: [3]
Removed examples from short-time-memory: 27523	 True labels: [0, 2]
Removed examples from short-time-memory: 27527	 True labels: [4]
Removed examples from short-time-memory: 27533	 True labels: [1]
Removed examples from short-time-memory: 27540	 True labels: [3]
Removed examples from short-time-memory: 27548	 True labels: [0, 2]
Removed examples from short-time-memory: 27553	 True labels: [3]
Removed examples from short-time-memory: 27568	 True labels: [4]
Removed examples from short-time-memory: 27577	 True labels: [1, 2]
Removed examples from short-time-memory: 27589	 True labels: [1]
Removed examples from short-time-memory: 27597	 True labels: [0, 2]
Removed examples from short-time-memory: 27598	 True labels: [0, 2]
Removed examples from short-time-memory: 27609	 True labels: [0, 2]
Removed examples from short-time-memory: 27611	 True labels: [3]
Removed examples from short-time-memory: 27615	 True labels: [3]
Removed examples from short-time-memory: 27620	 True labels: [4]
Removed examples from short-time-memory: 27621	 True labels: [2]
Removed examples from short-time-memory: 27632	 True labels: [2]
Removed examples from short-time-memory: 27636	 True labels: [0, 2]
Removed examples from short-time-memory: 27638	 True labels: [2]
Removed examples from short-time-memory: 27646	 True labels: [3]
Removed examples from short-time-memory: 27648	 True labels: [3]
Removed examples from short-time-memory: 27658	 True labels: [3]
Removed examples from short-time-memory: 27659	 True labels: [2]
Removed examples from short-time-memory: 27672	 True labels: [3]
Removed examples from short-time-memory: 27676	 True labels: [4]
Removed examples from short-time-memory: 27679	 True labels: [0, 2]
Removed examples from short-time-memory: 27680	 True labels: [0, 2]
Removed examples from short-time-memory: 27682	 True labels: [1]
Removed examples from short-time-memory: 27690	 True labels: [1]
Removed examples from short-time-memory: 27692	 True labels: [0, 2]
Removed examples from short-time-memory: 27696	 True labels: [0, 2]
Removed examples from short-time-memory: 27697	 True labels: [0, 2]
Removed examples from short-time-memory: 27711	 True labels: [0, 2]
Removed examples from short-time-memory: 27712	 True labels: [0, 2]
Removed examples from short-time-memory: 27736	 True labels: [0, 2]
Removed examples from short-time-memory: 27743	 True labels: [0, 2]
Removed examples from short-time-memory: 27750	 True labels: [3]
Removed examples from short-time-memory: 27753	 True labels: [0, 2]
Removed examples from short-time-memory: 27756	 True labels: [0, 2]
Removed examples from short-time-memory: 27761	 True labels: [0, 2]
Removed examples from short-time-memory: 27763	 True labels: [0, 2]
Removed examples from short-time-memory: 27774	 True labels: [0, 2]
Removed examples from short-time-memory: 27783	 True labels: [3]
Removed examples from short-time-memory: 27789	 True labels: [4]
Removed examples from short-time-memory: 27795	 True labels: [3]
Removed examples from short-time-memory: 27798	 True labels: [0, 2]
Removed examples from short-time-memory: 27799	 True labels: [0, 2]
Removed examples from short-time-memory: 27802	 True labels: [0, 2]
Removed examples from short-time-memory: 27806	 True labels: [2]
Removed examples from short-time-memory: 27817	 True labels: [0, 2]
Removed examples from short-time-memory: 27824	 True labels: [3]
Removed examples from short-time-memory: 27827	 True labels: [3]
Removed examples from short-time-memory: 27830	 True labels: [0, 2]
Removed examples from short-time-memory: 27842	 True labels: [2]
Removed examples from short-time-memory: 27846	 True labels: [0, 2]
Removed examples from short-time-memory: 27848	 True labels: [0, 2]
Removed examples from short-time-memory: 27850	 True labels: [3]
Removed examples from short-time-memory: 27856	 True labels: [0, 2]
Removed examples from short-time-memory: 27867	 True labels: [1]
Removed examples from short-time-memory: 27870	 True labels: [2]
Removed examples from short-time-memory: 27875	 True labels: [3]
Removed examples from short-time-memory: 27896	 True labels: [0, 2]
Removed examples from short-time-memory: 27897	 True labels: [3]
Removed examples from short-time-memory: 27898	 True labels: [3]
Removed examples from short-time-memory: 27905	 True labels: [0, 2]
Removed examples from short-time-memory: 27908	 True labels: [3]
Removed examples from short-time-memory: 27911	 True labels: [4]
Removed examples from short-time-memory: 27912	 True labels: [3]
Removed examples from short-time-memory: 27922	 True labels: [0, 2]
Removed examples from short-time-memory: 27925	 True labels: [3]
Removed examples from short-time-memory: 27929	 True labels: [2]
Removed examples from short-time-memory: 27932	 True labels: [2]
Removed examples from short-time-memory: 27935	 True labels: [0, 2]
Removed examples from short-time-memory: 27939	 True labels: [0]
Removed examples from short-time-memory: 27972	 True labels: [0, 2]
Removed examples from short-time-memory: 27980	 True labels: [0, 2]
Removed examples from short-time-memory: 27989	 True labels: [1]
Removed examples from short-time-memory: 27996	 True labels: [2]
Removed examples from short-time-memory: 27998	 True labels: [0, 2]
Timestamp: 30000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 30000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 30000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 30000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 30000 - removed micro-clusters: 0 - model's size [4]:3
Thinking np: N NP8 - 9 examples
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP1]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP3]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP2]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP5]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP4]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [4]:3
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP7]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP6]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP9]:1
Timestamp: 32000 - removed micro-clusters: 0 - model's size [NP8]:1
Removed examples from short-time-memory: 31964	 True labels: [4]
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP1]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP3]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP2]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP5]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP4]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [4]:3
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP7]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP6]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP9]:1
Timestamp: 34000 - removed micro-clusters: 0 - model's size [NP8]:1
Removed examples from short-time-memory: 32290	 True labels: [3]
Removed examples from short-time-memory: 32544	 True labels: [2]
Removed examples from short-time-memory: 33006	 True labels: [2, 5]
Removed examples from short-time-memory: 33048	 True labels: [3]
Removed examples from short-time-memory: 33807	 True labels: [2]
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP1]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP3]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP2]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP5]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP4]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [4]:3
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP7]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP6]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP9]:1
Timestamp: 36000 - removed micro-clusters: 0 - model's size [NP8]:1
Removed examples from short-time-memory: 34055	 True labels: [2]
Removed examples from short-time-memory: 34214	 True labels: [3]
Removed examples from short-time-memory: 34573	 True labels: [2, 5]
Removed examples from short-time-memory: 35078	 True labels: [3]
Removed examples from short-time-memory: 35310	 True labels: [3]
Removed examples from short-time-memory: 35424	 True labels: [3]
Removed examples from short-time-memory: 35531	 True labels: [2]
Removed examples from short-time-memory: 35534	 True labels: [3]
Removed examples from short-time-memory: 35648	 True labels: [3]
Timestamp: 38000 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 38000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 38000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 38000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 38000 - removed micro-clusters: 0 - model's size [NP1]:1
Timestamp: 38000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 38000 - removed micro-clusters: 0 - model's size [NP3]:1
Timestamp: 38000 - removed micro-clusters: 0 - model's size [1]:3
